parent_community,community,collection_name,title,handle,DataSpace URL,Existing DOI before migration,migrator,acceptor,osti priority,redescribed,pdc describe URL,notes,status
,,,,,,,,,,,,,
Migration Fixtures (do these first),,,,,,,,,,,,,
Princeton Plasma Physics Laboratory,Advanced Projects,Stellarators,Initial operation and data processing on a system for real-time evaluation of Thomson scattering signals on the Large Helical Device,88435/dsp014t64gr25v,https://dataspace.princeton.edu/handle/88435/dsp014t64gr25v,https://doi.org/10.11578/1814942,connell,bess,,yes,https://pdc-describe-prod.princeton.edu/describe/works/51,,Published
Princeton Plasma Physics Laboratory,Plasma Science & Technology,,"Source data for ""Observation of Axisymmetric Standard Magnetorotational Instability in the Laboratory""",88435/dsp018623j1954,https://dataspace.princeton.edu/handle/88435/dsp018623j1954,https://doi.org/10.11578/1888278,bess,bess,,yes,https://pdc-describe-prod.princeton.edu/describe/works/48,,Published
Princeton Plasma Physics Laboratory,Plasma Science & Technology,,Identification of a non-axisymmetric mode in laboratory experiments searching for standard magnetorotational instability,88435/dsp01sx61dq46q,https://dataspace.princeton.edu/handle/88435/dsp01sx61dq46q,https://doi.org/10.11578/1888269,chun,erin,,yes,https://pdc-describe-prod.princeton.edu/describe/works/66,,Published
Princeton Plasma Physics Laboratory,Theory and Computation,,Effects of collisional ion orbit loss on tokamak radial electric field and toroidal rotation in an L-mode plasma,88435/dsp01r494vp42z,https://dataspace.princeton.edu/handle/88435/dsp01r494vp42z,No dataset DOI,chun,erin,yes,yes,https://pdc-describe-prod.princeton.edu/describe/works/65,,Published
Princeton Plasma Physics Laboratory,Plasma Science & Technology,,Lower Hybrid Drift Waves During Guide Field Reconnection,88435/dsp0112579w37b,https://dataspace.princeton.edu/handle/88435/dsp0112579w37b,https://doi.org/10.11578/1814938,bess,erin,,yes,45,,Published
Princeton Plasma Physics Laboratory,Plasma Science & Technology,,"Data for ""The value of fusion energy to a decarbonized United States electric grid""",88435/dsp012j62s808w,https://dataspace.princeton.edu/handle/88435/dsp012j62s808w,https://doi.org/10.34770/f8em-3c49,chun,chun,,yes,https://pdc-describe-prod.princeton.edu/describe/works/64,,Published
Princeton Plasma Physics Laboratory,Plasma Science & Technology,,A dynamic magnetic tension force as the cause of failed solar eruptions,88435/dsp01j3860933c,https://dataspace.princeton.edu/handle/88435/dsp01j3860933c,https://doi.org/10.11578/1366453,connell,,,Yes,https://pdc-describe-prod.princeton.edu/describe/works/40,,Published
Princeton Plasma Physics Laboratory,Theory,Theory,Electromagnetic total-f algorithm for gyrokinetic particle-in-cell simulations of boundary plasma in XGC,88435/dsp01zw12z8539,https://dataspace.princeton.edu/handle/88435/dsp01zw12z8539,No dataset DOI,Erin,chun,yes,,41,,Awaiting approval
Princeton Plasma Physics Laboratory,Advanced Projects,Stellarators,Design of an arrangement of cubic magnets for a quasi-axisymmetric stellarator experiment,88435/dsp01x059cb547,https://dataspace.princeton.edu/handle/88435/dsp01x059cb547,https://doi.org/10.11578/1888258,Tyler,Bess,,yes,39,,Published
Princeton Neuroscience Institute,Research Data Sets,,Sleep spindle refractoriness segregates periods of memory reactivation,88435/dsp011z40kw63j,https://dataspace.princeton.edu/handle/88435/dsp011z40kw63j,,connell,,,,,,
Princeton University Library,Research Data,,Sowing the Seeds for More Usable Web Archives:  A Usability Study of Archive-It,88435/dsp01d791sj97j,https://dataspace.princeton.edu/handle/88435/dsp01d791sj97j,,"sarah, neggin, halle",,,,,,Awaiting redescription
Geophysical Fluid Dynamics Laboratory,Research Data Sets,,Data from a flume experiment of passive scalar diffusion within vegetation canopies using laser-induced fluorescence,88435/dsp01qj72pb044,https://dataspace.princeton.edu/handle/88435/dsp01qj72pb044,,,,,,,,Awaiting redescription
Department of Geosciences,Research Data Sets,,Femtosecond X-ray Diffraction of Laser-shocked Forsterite (Mg2SiO4) to 122 GPa,88435/dsp01rj4307478,https://dataspace.princeton.edu/handle/88435/dsp01rj4307478,,,,,,,,Awaiting redescription
Lewis-Sigler Institute for Integrative Genomics,Research Data Sets,,Distinct cytoskeletal proteins define zones of enhanced cell wall synthesis in Helicobacter pylori,88435/dsp01h415pd457,https://dataspace.princeton.edu/handle/88435/dsp01h415pd457,,,,,,,,Awaiting redescription
Molecular Biology,Research DataSets,,CKavity Library: Next-Generation Sequencing,88435/dsp015999n626m,https://dataspace.princeton.edu/handle/88435/dsp015999n626m,,,,,,,,Awaiting redescription
Music and Arts,bitKlavier,,bitKlavier Grand Sample Library—Piano Bar Mic Image,88435/dsp015999n653h,https://dataspace.princeton.edu/handle/88435/dsp015999n653h,,bess,bess,,,,,
Music and Arts,bitKlavier,,bitKlavier Grand Sample Library—Binaural Mic Image,88435/dsp01nv9356017,https://dataspace.princeton.edu/handle/88435/dsp01nv9356017,,,,,,,,Awaiting redescription
Geophysical Fluid Dynamics Laboratory,Research Data Sets,,"Supporting data for Baldwin et al 2019 ""Temporally Compound Heat Waves and Global Warming: An Emerging Hazard""",88435/dsp01bz60d033c,https://dataspace.princeton.edu/handle/88435/dsp01bz60d033c,,,,,,,,Awaiting redescription
Princeton Neuroscience Institute,Research Data Sets,,Attention and awareness in the dorsal attention network,88435/dsp01xp68kk27p,https://dataspace.princeton.edu/handle/88435/dsp01xp68kk27p,,,,,,,,Awaiting redescription
,,,,,,,,,,,,,
Princeton Plasma Physics Laboratory,Advanced Projects,Other Projects,Hyperdiffusion of dust particles in a turbulent tokamak plasma,88435/dsp01db78tg111,https://dataspace.princeton.edu/handle/88435/dsp01db78tg111,https://doi.org/10.11578/1814957,Erin,Chun,,yes,67,,Awaiting approval
Princeton Plasma Physics Laboratory,Advanced Projects,Stellarators,Geometric concepts for stellarator permanent magnet arrays,88435/dsp01db78tg01d,https://dataspace.princeton.edu/handle/88435/dsp01db78tg01d,https://doi.org/10.11578/1661172,Tyler,Erin,,yes,https://pdc-describe-prod.princeton.edu/describe/works/57,"This record has a text citation, which the software as of v0.81.0 can't handle.",Published
Princeton Plasma Physics Laboratory,Advanced Projects,Stellarators,First impurity powder injection experiments in LHD,88435/dsp01sx61dq35f,https://dataspace.princeton.edu/handle/88435/dsp01sx61dq35f,https://doi.org/10.11578/1814939,Tyler,Erin,,yes,58,,Published
Princeton Plasma Physics Laboratory,Advanced Projects,Stellarators,Stellarator coil design using cubic splines for improved access on the outboard side,88435/dsp01q811kn76d,https://dataspace.princeton.edu/handle/88435/dsp01q811kn76d,https://doi.org/10.11578/1888271,Tyler,Erin,,yes,59,,Published
Princeton Plasma Physics Laboratory,Advanced Projects,Stellarators,Energetic particle optimization of quasi-axisymmetric stellarator equilibria,88435/dsp012n49t492r,https://dataspace.princeton.edu/handle/88435/dsp012n49t492r,No dataset DOI,Tyler,Erin,yes,yes,60,,Published
Princeton Plasma Physics Laboratory,Advanced Projects,Stellarators,A novel scheme for error field correction in permanent magnet stellarators,88435/dsp011831cp18z,https://dataspace.princeton.edu/handle/88435/dsp011831cp18z,No dataset DOI,Tyler,Erin,yes,yes,61,,Published
Princeton Plasma Physics Laboratory,Advanced Projects,System Studies,Fusion Pilot Plant performance and the role of a Sustained High Power Density tokamak,88435/dsp01kk91fp703,https://dataspace.princeton.edu/handle/88435/dsp01kk91fp703,https://doi.org/10.11578/1888274,Tyler,Erin,,yes,62,,Published
Princeton Plasma Physics Laboratory,ITER and Tokamaks,PPPL Collaborations,Type-I ELM mitigation by continuous lithium granule gravitational injection into the upper tungsten divertor in EAST,88435/dsp014x51hn09b,https://dataspace.princeton.edu/handle/88435/dsp014x51hn09b,https://doi.org/10.11578/1814955,Tyler,Erin,,yes,https://pdc-describe-prod.princeton.edu/describe/works/63,"The migrated dataset has 1.4 less MB? The file size difference is because the systems are calculating Mb differently (dividing by 1,000,000,000 instead of 1,073,741,824). The files are actually identical.",Published
Princeton Plasma Physics Laboratory,ITER and Tokamaks,PPPL Collaborations,Observation of synergy between lower hybrid waves at two frequencies in EAST,88435/dsp0137720g81z,https://dataspace.princeton.edu/handle/88435/dsp0137720g81z,https://doi.org/10.11578/1814956,erin,Bess,,,69,,
Princeton Plasma Physics Laboratory,ITER and Tokamaks,PPPL Collaborations,Enhancement of edge turbulence concomitant with ELM suppression during boron powder injection in EAST,88435/dsp01dz010t189,https://dataspace.princeton.edu/handle/88435/dsp01dz010t189,https://doi.org/10.11578/1814960,erin,Bess,,,70,,
Princeton Plasma Physics Laboratory,ITER and Tokamaks,PPPL Collaborations,Wall conditioning and ELM mitigation with boron nitride powder injection in KSTAR,88435/dsp01hh63t006w,https://dataspace.princeton.edu/handle/88435/dsp01hh63t006w,https://doi.org/10.11578/1888253,erin,Chun,,,73,"Created w/o ""Migrate"" button = missing data files / Fixed!",Awaiting approval
Princeton Plasma Physics Laboratory,ITER and Tokamaks,PPPL Collaborations,Initial Results from Boron Powder Injection Experiments in WEST Lower Single Null L-mode Plasmas,88435/dsp01cr56n4150,https://dataspace.princeton.edu/handle/88435/dsp01cr56n4150,https://doi.org/10.11578/1888257,erin,Chun,,,74,"Created w/o ""Migrate"" button = missing data files / Fixed!",Migration in process
Princeton Plasma Physics Laboratory,ITER and Tokamaks,PPPL Collaborations,"Supplemental material for: Verification, validation, and results of an approximate model for the stress of a Tokamak toroidal field coil at the inboard midplane",88435/dsp01rb68xg060,https://dataspace.princeton.edu/handle/88435/dsp01rb68xg060,https://doi.org/10.11578/1888261,Chun,Erin,,,71,,Published
Princeton Plasma Physics Laboratory,Spherical Torus,MAST-U,Operational Space and Performance Limiting Events in the First Physics Campaign of MAST-U,88435/dsp01td96k574c,https://dataspace.princeton.edu/handle/88435/dsp01td96k574c,No dataset DOI,Erin,Chun,yes,yes,81,,Awaiting approval
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Midplane neutral density profiles in the National Spherical Torus Experiment,88435/dsp01zg64tp300,https://dataspace.princeton.edu/handle/88435/dsp01zg64tp300,https://doi.org/10.11578/1366462,Tyler,Chun,,yes,72,,Awaiting approval
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Evolution patterns and parameter regimes in edge localized modes on the National Spherical Torus Experiment,88435/dsp01h415pc93f,https://dataspace.princeton.edu/handle/88435/dsp01h415pc93f,https://doi.org/10.11578/1366473,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Blob Structure and Motion in the Edge and SOL of NSTX,88435/dsp01vx021h49j,https://dataspace.princeton.edu/handle/88435/dsp01vx021h49j,https://doi.org/10.11578/1562020,,,,,,https://doi.org/10.11578/1367179 / This publication has 2 dataset DOI's. Issue ticketed here: https://github.com/pulibrary/pdc_describe/issues/1464,Error in need of software developer intervention
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Study of the impact of pre- and real-time deposition of lithium on plasma performance on NSTX,88435/dsp018049g784n,https://dataspace.princeton.edu/handle/88435/dsp018049g784n,https://doi.org/10.11578/1562025,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Nonlinear fishbone dynamics in spherical tokamaks,88435/dsp01kd17cw34n,https://dataspace.princeton.edu/handle/88435/dsp01kd17cw34n,https://doi.org/10.11578/1367618,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Blob-hole correlation model for edge turbulence and comparisons with NSTX GPI data,88435/dsp01x346d687k,https://dataspace.princeton.edu/handle/88435/dsp01x346d687k,https://doi.org/10.11578/1562021,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Energy Exchange Dynamics across L-H Transitions in NSTX,88435/dsp01f1881p40x,https://dataspace.princeton.edu/handle/88435/dsp01f1881p40x,https://doi.org/10.11578/1367547,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,A multi-machine scaling of halo current rotation,88435/dsp01sn00b1428,https://dataspace.princeton.edu/handle/88435/dsp01sn00b1428,https://doi.org/10.11578/1562022,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Plasma measurements of the Fe XVII L-shell emission and blending with F VIII and F IX,88435/dsp01d504rn98q,https://dataspace.princeton.edu/handle/88435/dsp01d504rn98q,https://doi.org/10.11578/1562023,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Observation of quasi-coherent edge fluctuations in Ohmic plasmas on NSTX,88435/dsp0170795b055,https://dataspace.princeton.edu/handle/88435/dsp0170795b055,https://doi.org/10.11578/1366985,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Sensitivity of WallDYN material migration modeling to uncertainties in mixed-material surface binding energies,88435/dsp01br86b619v,https://dataspace.princeton.edu/handle/88435/dsp01br86b619v,https://doi.org/10.11578/1562019,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Theory based scaling of edge turbulence and implications for the scrape-off layer width,88435/dsp018p58pg426,https://dataspace.princeton.edu/handle/88435/dsp018p58pg426,https://doi.org/10.11578/1366750,Erin,Chun,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Linear gyrokinetic simulations of microinstabilities within the pedestal region of H-mode NSTX discharges in a highly shaped geometry,88435/dsp01n870zt23w,https://dataspace.princeton.edu/handle/88435/dsp01n870zt23w,https://doi.org/10.11578/1367078,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Phase coherence of parametric-decay modes during high-harmonic fast-wave heating in the National Spherical Torus Experiment,88435/dsp015d86p263n,https://dataspace.princeton.edu/handle/88435/dsp015d86p263n,https://doi.org/10.11578/1366987,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Computation of Alfvèn eigenmode stability and saturation through a reduced fast ion transport model in the TRANSP tokamak transport code,88435/dsp0100000264v,https://dataspace.princeton.edu/handle/88435/dsp0100000264v,https://doi.org/10.11578/1562027,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Two-dimensional turbulence cross-correlation functions in the edge of NSTX,88435/dsp01ft848t262,https://dataspace.princeton.edu/handle/88435/dsp01ft848t262,https://doi.org/10.11578/1562028,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Quasi-linear gyrokinetic predictions of the Coriolis momentum pinch in NSTX,88435/dsp0137720g13x,https://dataspace.princeton.edu/handle/88435/dsp0137720g13x,https://doi.org/10.11578/1366495,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Saturation of Alfven modes in tokamaks,88435/dsp01np193c61s,https://dataspace.princeton.edu/handle/88435/dsp01np193c61s,https://doi.org/10.11578/1366751,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Collisional dependence of Alfven mode saturation in tokamaks,88435/dsp01hx11xh689,https://dataspace.princeton.edu/handle/88435/dsp01hx11xh689,https://doi.org/10.11578/1367170,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Phase space effects on fast ion distribution function modeling in tokamaks,88435/dsp011z40kw24q,https://dataspace.princeton.edu/handle/88435/dsp011z40kw24q,https://doi.org/10.11578/1366480,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Mitigation of Alfven activity by 3D magnetic perturbations on NSTX,88435/dsp01rx913s312,https://dataspace.princeton.edu/handle/88435/dsp01rx913s312,https://doi.org/10.11578/1562024,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Effect of progressively increasing lithium conditioning on edge transport and stability in high triangularity NSTX H-modes,88435/dsp01h128nh17k,https://dataspace.princeton.edu/handle/88435/dsp01h128nh17k,https://doi.org/10.11578/1367163,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Electron-density-sensitive Line Ratios of Fe XIII--XVI from Laboratory Sources Compared to CHIANTI,88435/dsp01tb09j833r,https://dataspace.princeton.edu/handle/88435/dsp01tb09j833r,https://doi.org/10.11578/1562038,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,MHD-blob correlations in NSTX,88435/dsp012v23vx30c,https://dataspace.princeton.edu/handle/88435/dsp012v23vx30c,https://doi.org/10.11578/1661167,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Nonlinear simulations of beam-driven Compressional Alfvén Eigenmodes in NSTX,88435/dsp019593tx75w,https://dataspace.princeton.edu/handle/88435/dsp019593tx75w,https://doi.org/10.11578/1562031,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Modeling of Lithium Granule Injection in NSTX with M3D-C1,88435/dsp014j03d2280,https://dataspace.princeton.edu/handle/88435/dsp014j03d2280,https://doi.org/10.11578/1562032,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Kinetic neoclassical calculations of impurity radiation profiles,88435/dsp01rv042w69p,https://dataspace.princeton.edu/handle/88435/dsp01rv042w69p,https://doi.org/10.11578/1562033,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Stabilizing effect of resistivity towards ELM-free H-mode discharge in lithium-conditioned NSTX,88435/dsp010v838307q,https://dataspace.princeton.edu/handle/88435/dsp010v838307q,https://doi.org/10.11578/1367548,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Machine Learning Characterization of Alfvénic and Sub-Alfvénic Chirping and Correlation With Fast-Ion Loss at NSTX,88435/dsp01wh246w012,https://dataspace.princeton.edu/handle/88435/dsp01wh246w012,https://doi.org/10.11578/1608254,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,The Role of Recti ed Currents in Far-Field RF Sheaths and in SOL Losses of HHFW Power on NSTX,88435/dsp019306t1809,https://dataspace.princeton.edu/handle/88435/dsp019306t1809,https://doi.org/10.11578/1367878,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,ELM-free and inter-ELM divertor heat flux broadening induced by Edge Harmonics Oscillation in NSTX,88435/dsp01cz30pw31p,https://dataspace.princeton.edu/handle/88435/dsp01cz30pw31p,https://doi.org/10.11578/1562042,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Density perturbation mode structure of high frequency compressional and global Alfvén eigenmodes in the National Spherical Torus Experiment using a novel reflectometer analysis technique,88435/dsp01hx11xh896,https://dataspace.princeton.edu/handle/88435/dsp01hx11xh896,https://doi.org/10.11578/1562041,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Microtearing Instabilities and Electron Thermal Transport in Low and High Collisionality NSTX Discharges,88435/dsp011j92gb54m,https://dataspace.princeton.edu/handle/88435/dsp011j92gb54m,https://doi.org/10.11578/1814945,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Impact of edge harmonic oscillations on the divertor heat flux in NSTX,88435/dsp019c67wq96p,https://dataspace.princeton.edu/handle/88435/dsp019c67wq96p,https://doi.org/10.11578/1888267,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Correlation between the relative blob fraction and plasma parameters in NSTX,88435/dsp01qb98mj62b,https://dataspace.princeton.edu/handle/88435/dsp01qb98mj62b,https://doi.org/10.11578/1888270,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Temporal Structure of Blobs in NSTX,88435/dsp01zp38wg800,https://dataspace.princeton.edu/handle/88435/dsp01zp38wg800,https://doi.org/10.11578/1888273,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Electron Temperature Gradient Driven Transport Model for Tokamak Plasmas,88435/dsp015d86p342b,https://dataspace.princeton.edu/handle/88435/dsp015d86p342b,https://doi.org/10.11578/1888259,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Internal Rotation of ELM Filaments on NSTX,88435/dsp011n79h751f,https://dataspace.princeton.edu/handle/88435/dsp011n79h751f,https://doi.org/10.11578/1888275,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Linear ion-scale micro-stability analysis of high and low-collisionality NSTX discharges and NSTX-U projections,88435/dsp01ng451m72r,https://dataspace.princeton.edu/handle/88435/dsp01ng451m72r,https://doi.org/10.11578/1888254,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Global gyrokinetic study of shaping effects on electromagnetic modes at NSTX aspect ratio with ad hoc parallel magnetic perturbation effects,88435/dsp015x21tj58z,https://dataspace.princeton.edu/handle/88435/dsp015x21tj58z,,Tyler,Erin,yes,yes,78,,Published
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Novel angular velocity estimation technique for plasma filaments,88435/dsp011g05ff83b,https://dataspace.princeton.edu/handle/88435/dsp011g05ff83b,,Tyler,Erin,yes,yes,79,,Published
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX,Thermal ion kinetic effects and Landau damping in fishbone modes,88435/dsp018s45qd02d,https://dataspace.princeton.edu/handle/88435/dsp018s45qd02d,,Tyler,Erin,yes,yes,80,,Published
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX-U,Drift kinetic effects on the plasma response in high beta spherical tokamak experiments,88435/dsp01tb09j831f,https://dataspace.princeton.edu/handle/88435/dsp01tb09j831f,https://doi.org/10.11578/1562044,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX-U,Application of Townsend avalanche theory to tokamak startup by coaxial helicity injection,88435/dsp01mk61rk59x,https://dataspace.princeton.edu/handle/88435/dsp01mk61rk59x,https://doi.org/10.11578/1562045,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX-U,A Riccati Solution for the Ideal MHD Plasma Response with Applications to Real-time Stability Control,88435/dsp01gx41mm508,https://dataspace.princeton.edu/handle/88435/dsp01gx41mm508,https://doi.org/10.11578/1562046,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX-U,Resonance in Fast-Wave Amplitude in the Periphery of Cylindrical Plasmas and Application to Edge Losses of Wave Heating Power in Tokamaks,88435/dsp013t945t20t,https://dataspace.princeton.edu/handle/88435/dsp013t945t20t,https://doi.org/10.11578/1366752,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX-U,Elemental and topographical imaging of microscopic variations in deposition on NSTX-U and DIII-D samples,88435/dsp01bn999950b,https://dataspace.princeton.edu/handle/88435/dsp01bn999950b,https://doi.org/10.11578/1562048,,,,,,,
Princeton Plasma Physics Laboratory,Spherical Torus,NSTX-U,Multi-species impurity granule injection and mass deposition projections in NSTX-U discharges Authors,88435/dsp012j62s7356,https://dataspace.princeton.edu/handle/88435/dsp012j62s7356,https://doi.org/10.11578/1367557,,,,,,,
